kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
ispass-2009-NN.5.sm_62.ptx 577 : 2800 19715 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 566 : 1885 11338 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 564 : 1885 27383 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 562 : 1885 13312 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 561 : 1885 11380 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 560 : 1885 40090 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 559 : 1885 27676 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 558 : 1885 18926 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 557 : 1885 13391 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 556 : 1885 11707 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 555 : 1885 13412 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 554 : 1885 11690 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 553 : 1885 13326 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 552 : 1885 18910 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 548 : 915 5641 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 547 : 915 6512 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 551 : 1885 20851 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 546 : 915 7479 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 545 : 915 10175 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 544 : 915 7378 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 543 : 915 9209 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 542 : 915 6465 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 541 : 915 5547 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 540 : 915 6468 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 539 : 915 5537 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 538 : 915 6485 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 537 : 915 5557 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 536 : 915 5511 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 535 : 915 10117 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 532 : 1885 11382 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 531 : 2800 5522 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 530 : 2800 19726 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 529 : 2800 19734 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 528 : 2800 19733 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 527 : 2800 39707 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 526 : 2800 19728 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 524 : 350000 2105451 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 523 : 350000 2466661 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 522 : 350000 2463916 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 521 : 350000 3513913 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 520 : 350000 3514328 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 519 : 350000 2480434 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 518 : 350000 49931944 0 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 517 : 350000 49923477 19232 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 516 : 350000 3512710 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 515 : 350000 3521768 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 514 : 350000 3513396 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 513 : 350000 3518728 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 512 : 350000 2483430 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 511 : 350000 50372045 10976 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 510 : 350000 49927732 18368 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 509 : 350000 3520789 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 508 : 350000 3511644 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 507 : 350000 3518943 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 506 : 350000 2485260 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 505 : 350000 49937465 0 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 504 : 350000 49911235 19328 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 503 : 350000 3520049 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 502 : 350000 3515719 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 501 : 350000 3518880 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 500 : 350000 2482623 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 499 : 350000 50161475 5408 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 498 : 350000 49920440 18496 0 0 350000 350000 0 0 
ispass-2009-NN.5.sm_62.ptx 497 : 350000 3519548 0 0 0 0 0 0 0 
ispass-2009-NN.5.sm_62.ptx 496 : 350000 3513810 0 0 0 0 0 0 0 
