kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
backprop-rodinia-3.5.sm_62.ptx 66 : 1048576 8350912 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 65 : 1048576 9355136 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 231 : 1048576 6565792 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 64 : 1048576 320106528 4456480 0 0 163840 32768 0 0 
backprop-rodinia-3.5.sm_62.ptx 63 : 1048576 12687040 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 62 : 1048576 12685440 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 228 : 16 96 0 0 0 3 1 0 0 
backprop-rodinia-3.5.sm_62.ptx 61 : 1048576 8112288 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 227 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 60 : 1048576 13295392 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 226 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 59 : 1048576 12056992 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 225 : 16 224 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 58 : 1048576 11999136 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 224 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 57 : 1048576 9112640 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 221 : 16 7840 0 0 0 3 1 0 0 
backprop-rodinia-3.5.sm_62.ptx 54 : 65536 390590 0 32768 32768 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 220 : 16 96 0 0 0 3 1 0 0 
backprop-rodinia-3.5.sm_62.ptx 53 : 65536 13727850 262176 0 0 40960 32768 0 0 
backprop-rodinia-3.5.sm_62.ptx 219 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 52 : 65536 747394 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 207 : 16 8384 0 0 0 3 1 0 0 
backprop-rodinia-3.5.sm_62.ptx 40 : 1048576 8634336 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 119 : 1048576 7732860 0 0 0 0 0 0 32768 
backprop-rodinia-3.5.sm_62.ptx 206 : 16 160 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 39 : 1048576 7906336 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 118 : 1048576 7606304 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 38 : 1048576 3591936 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 117 : 1048576 19210624 0 0 0 163840 32768 0 0 
backprop-rodinia-3.5.sm_62.ptx 204 : 1048576 6588064 0 0 0 0 0 0 1 
backprop-rodinia-3.5.sm_62.ptx 37 : 1048576 3595712 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 116 : 1048576 33492800 0 32768 32768 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 72 : 1048576 33361728 0 32768 32768 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 202 : 1048576 8010208 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 35 : 1048576 5794784 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 73 : 1048576 33419360 0 32768 32768 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 203 : 1048576 7709120 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 36 : 1048576 5723616 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 115 : 1048576 8895296 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 208 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 41 : 1048576 7911840 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 120 : 65536 513764 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 209 : 16 160 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 42 : 1048576 11781760 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 210 : 16 160 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 43 : 1048576 8112224 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 211 : 16 11584 64 0 0 3 1 0 0 
backprop-rodinia-3.5.sm_62.ptx 44 : 1048576 8996736 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 123 : 65536 575886 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 212 : 16 144 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 45 : 1048576 8112960 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 124 : 65536 756046 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 213 : 16 224 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 46 : 1048576 11920992 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 125 : 65536 2103182 0 32768 32768 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 214 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 47 : 1048576 9018944 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 215 : 16 176 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 48 : 1048576 7580790 0 0 0 0 0 0 32768 
backprop-rodinia-3.5.sm_62.ptx 217 : 16 112 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 50 : 65536 547932 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 218 : 16 288 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 51 : 65536 751356 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 74 : 1048576 11796000 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 75 : 1048576 5233344 0 32768 32768 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 76 : 1048576 7963328 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 77 : 1048576 8027328 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 78 : 1048576 53365408 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 79 : 1048576 9230208 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 80 : 1048576 0 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 82 : 1048576 8438304 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 83 : 1048576 60964448 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 84 : 1048576 8145120 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 85 : 1048576 8327296 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 88 : 4194304 47924448 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 89 : 4194304 214831424 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 90 : 4194304 36366880 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 91 : 4194304 36432320 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 92 : 4194304 36145824 0 0 0 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 93 : 4194304 25036992 0 0 0 0 0 0 61440 
backprop-rodinia-3.5.sm_62.ptx 95 : 983040 31775456 0 61440 61440 0 0 0 0 
backprop-rodinia-3.5.sm_62.ptx 96 : 983040 8349264 0 0 0 0 0 0 0 
