kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
hotspot-rodinia-3.5.sm_62.ptx 128 : 473344 3592320 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 49 : 473344 3738176 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 216 : 946688 8022752 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 127 : 473344 4011552 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 48 : 473344 3732576 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 215 : 946688 7103264 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 129 : 473344 3915840 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 50 : 473344 1856160 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 217 : 946688 3499712 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 130 : 473344 4023968 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 51 : 473344 1766464 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 52 : 473344 1615712 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 219 : 473344 4061856 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 53 : 473344 1639936 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 220 : 473344 787744 0 0 0 0 0 0 14620 
hotspot-rodinia-3.5.sm_62.ptx 64 : 473344 3925184 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 65 : 473344 5637216 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 66 : 473344 5679680 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 67 : 473344 3822816 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 68 : 473344 5698624 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 69 : 473344 5612128 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 70 : 473344 3895200 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 71 : 473344 5640192 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 72 : 473344 3873280 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 73 : 473344 5628704 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 74 : 473344 6118176 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 75 : 473344 4302368 0 0 0 0 0 0 0 
hotspot-rodinia-3.5.sm_62.ptx 76 : 473344 5541696 0 0 0 0 0 0 0 
